,date,supplier_name,scrap_code,value,weight
5352,2020-07-28,ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ,50010,3229.2,28080
5353,2020-11-09,ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ,50010,3263.7,28380
5354,2020-10-29,ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ,50010,3443.1,29940
5355,2020-10-29,ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ,50010,3459.2,30080
5356,2020-11-02,ΕΛΒΑΛΧΑΛΚΟΡ ΑΕ,50010,3578.8,31120
5357,2020-06-17,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50002,111.205,967
5358,2020-07-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50002,116.61,1014
5359,2020-09-10,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,156.86,1364
5360,2020-10-07,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,144.69,1378
5361,2020-10-07,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,158.47,1378
5362,2020-12-18,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,162.725,1415
5363,2020-09-26,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,156.03,1486
5364,2020-09-26,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,170.89,1486
5365,2020-08-26,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,158.76,1512
5366,2020-08-26,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,173.88,1512
5367,2020-09-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,174.8,1520
5368,2020-10-24,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,164.64,1568
5369,2020-10-24,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,180.32,1568
5370,2020-09-09,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,165.48,1576
5371,2020-09-09,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,181.24,1576
5372,2020-07-15,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,167.79,1598
5373,2020-09-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,200.79,1746
5374,2020-07-22,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,187.53,1786
5375,2020-11-02,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,209.76,1824
5376,2020-08-06,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,195.09,1858
5377,2020-06-17,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,203.07,1934
5378,2020-06-17,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,222.41,1934
5379,2020-08-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,263.81,2294
5380,2020-06-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,241.5,2300
5381,2020-06-08,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,244.72,2576
5382,2020-09-04,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,284.13,2706
5383,2020-09-04,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,311.19,2706
5384,2020-09-10,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,286.44,2728
5385,2020-06-15,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,288.42,3036
5386,2020-07-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,319.41,3042
5387,2020-06-23,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,332.22,3164
5388,2020-10-27,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,321.86,3388
5389,2020-09-16,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,363.72,3464
5390,2020-07-19,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,364.56,3472
5391,2020-10-30,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,411.24,3576
5392,2020-07-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,380.1,3620
5393,2020-08-10,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,387.24,3688
5394,2020-10-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,384.3,3660
5395,2020-08-28,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,378.0,3600
5396,2020-07-28,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,380.1,3620
5397,2020-07-05,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,406.98,3876
5398,2020-07-05,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,445.74,3876
5399,2020-09-22,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,433.44,4128
5400,2020-09-14,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,388.075,4085
5401,2020-09-14,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,428.925,4085
5402,2020-11-03,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,465.57,4434
5403,2020-11-03,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,509.91,4434
5404,2020-07-27,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,422.56,4448
5405,2020-09-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,478.8,4560
5406,2020-08-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,481.74,4588
5407,2020-06-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,529.0,4600
5408,2020-09-07,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,426.36,4488
5409,2020-09-07,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,471.24,4488
5410,2020-10-15,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,522.675,4545
5411,2020-10-24,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,446.88,4704
5412,2020-07-15,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,551.31,4794
5413,2020-10-03,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,458.85,4830
5414,2020-10-03,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,507.15,4830
5415,2020-10-05,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,454.29,4782
5416,2020-10-05,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,549.93,4782
5417,2020-06-15,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,531.3,5060
5418,2020-06-08,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,540.96,5152
5419,2020-09-16,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,597.54,5196
5420,2020-07-19,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,598.92,5208
5421,2020-07-22,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,616.17,5358
5422,2020-08-10,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,636.18,5532
5423,2020-08-06,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,641.01,5574
5424,2020-10-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,521.55,5490
5425,2020-11-03,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,403.94,4252
5426,2020-09-07,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,672.06,5844
5427,2020-09-22,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,712.08,6192
5428,2020-10-05,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,631.68,6016
5429,2020-07-27,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,700.56,6672
5430,2020-10-27,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,694.68,6616
5431,2020-10-27,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,779.24,6776
5432,2020-09-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,733.32,6984
5433,2020-10-30,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,679.44,7152
5434,2020-10-30,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,671.16,6392
5435,2020-11-02,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50003,766.08,7296
5436,2020-10-24,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50002,892.4,7760
5437,2020-09-14,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,902.75,7850
5438,2020-10-22,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,981.64,8536
5439,2020-09-16,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,799.9,8420
5440,2020-07-19,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,817.0,8600
5441,2020-09-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,810.35,8530
5442,2020-11-02,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,780.9,8220
5443,2020-09-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,856.9,9020
5444,2020-08-10,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,866.4,9120
5445,2020-10-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,1026.95,8930
5446,2020-09-19,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,900.41,9478
5447,2020-09-10,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,812.06,8548
5448,2020-07-15,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,905.16,9528
5449,2020-10-03,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,1092.5,9500
5450,2020-10-21,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50005,1043.18,10128
5451,2020-09-22,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,959.5,10100
5452,2020-07-22,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1008.52,10616
5453,2020-10-07,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,919.98,9684
5454,2020-07-27,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,1251.2,10880
5455,2020-08-06,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1045.76,11008
5456,2020-09-26,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1097.06,11548
5457,2020-07-05,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1097.06,11548
5458,2020-08-26,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1132.02,11916
5459,2020-06-15,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,1378.16,11984
5460,2020-10-06,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50005,1256.08,12195
5461,2020-10-06,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50002,1402.43,12195
5462,2020-09-09,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1072.36,11288
5463,2020-09-04,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1186.36,12488
5464,2020-06-23,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1105.42,11636
5465,2020-10-22,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50002,1460.96,12704
5466,2020-10-15,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,1387.57,13215
5467,2020-07-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1219.8,12840
5468,2020-06-17,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1279.18,13465
5469,2020-10-21,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50002,1747.08,15192
5470,2020-08-28,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1341.4,14120
5471,2020-07-28,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1333.8,14040
5472,2020-08-01,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1367.81,14398
5473,2020-06-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1521.9,16020
5474,2020-07-29,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50007,1355.08,14264
5475,2020-09-19,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,1969.03,17122
5476,2020-06-08,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50010,2062.18,17932
5477,2020-12-18,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,2526.3,24060
5478,2020-10-12,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,2610.3,24860
5479,2020-12-18,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,2614.5,24900
5480,2020-12-18,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,2770.43,26385
5481,2020-10-09,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,2889.6,27520
5482,2020-10-09,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,3120.6,29720
5483,2020-10-13,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,3166.8,30160
5484,2020-10-13,GREEK METAL RECYCLING ΜΟΝ.ΕΠΕ(ΤΟΜ.Σ,50000,3250.8,30960
5485,2020-08-31,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,108.68,1235
5486,2020-08-31,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,117.325,1235
5487,2020-10-26,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,109.384,1243
5488,2020-10-26,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,130.515,1243
5489,2020-08-04,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,114.664,1303
5490,2020-08-04,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,136.815,1303
5491,2020-10-02,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,114.752,1304
5492,2020-10-02,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,136.92,1304
5493,2020-10-13,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,115.456,1312
5494,2020-10-13,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,124.64,1312
5495,2020-09-17,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,124.83,1314
5496,2020-09-17,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,137.97,1314
5497,2020-06-25,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,115.72,1315
5498,2020-12-22,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,125.115,1317
5499,2020-12-10,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,116.248,1321
5500,2020-10-07,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,116.336,1322
5501,2020-12-16,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,116.512,1324
5502,2020-12-09,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,116.512,1324
5503,2020-09-14,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,125.78,1324
5504,2020-09-14,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,139.02,1324
5505,2020-12-09,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,139.02,1324
5506,2020-06-09,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,116.6,1325
5507,2020-06-09,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,125.875,1325
5508,2020-06-19,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,116.776,1327
5509,2020-06-19,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,126.065,1327
5510,2020-06-22,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,116.864,1328
5511,2020-11-20,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,116.864,1328
5512,2020-06-22,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,126.16,1328
5513,2020-11-20,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,126.16,1328
5514,2020-09-28,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,117.304,1333
5515,2020-09-28,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,126.635,1333
5516,2020-07-14,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,117.48,1335
5517,2020-07-06,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,117.832,1339
5518,2020-10-01,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,117.832,1339
5519,2020-10-01,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,127.205,1339
5520,2020-12-17,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,117.92,1340
5521,2020-05-26,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,118.008,1341
5522,2020-10-06,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,118.008,1341
5523,2020-10-06,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,127.395,1341
5524,2020-05-26,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,140.805,1341
5525,2020-11-04,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,118.096,1342
5526,2020-10-29,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,118.272,1344
5527,2020-10-29,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,127.68,1344
5528,2020-10-05,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,118.36,1345
5529,2020-10-05,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,127.775,1345
5530,2020-10-21,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,118.448,1346
5531,2020-10-21,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,141.33,1346
5532,2020-07-10,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,118.536,1347
5533,2020-07-02,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,118.624,1348
5534,2020-09-18,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,119.064,1353
5535,2020-09-18,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,128.535,1353
5536,2020-11-11,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,120.032,1364
5537,2020-11-11,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,129.58,1364
5538,2020-09-25,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,120.12,1365
5539,2020-09-25,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,143.325,1365
5540,2020-09-21,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,120.56,1370
5541,2020-09-21,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50003,143.85,1370
5542,2020-07-16,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,121.528,1381
5543,2020-07-28,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50008,121.792,1384
5544,2020-11-12,ΚΥΡΤΣΟΣ ΧΡ. ΚΥΡΙΑΚΟΣ (ΤΟΜΕΑΣ ΣΙΔΗΡΟ,50007,187.34,1972
